            exp1	            exp2	           exp10	          exp100	
        0.125481	       0.0995045	        0.796357	        0.865069	
        0.316569	          0.5319	         1.06686	         1.00808	
         1.73853	        0.919809	        0.855719	         1.04107	
         2.18653	         3.62539	         1.04028	         1.15529	
        0.268755	        0.249697	        0.715061	          1.0146	
         1.47173	         0.78695	        0.519843	        0.919125	
         2.78431	         1.81612	         1.54562	         1.03356	
       0.0181338	        0.117368	         1.46697	         1.00297	
         4.31019	         2.24979	         1.00286	        0.937353	
        0.338969	        0.344722	        0.834948	        0.982534	
         0.40223	         1.00673	         1.07842	         1.01999	
         5.04633	         2.87578	         1.49599	          1.0386	
        0.509407	        0.618916	        0.644718	         1.22381	
        0.781978	         0.54601	         0.75371	        0.898794	
         3.07955	         1.54076	         1.29242	         1.07475	
         0.11152	        0.187168	        0.953634	        0.817322	
        0.781046	        0.398821	        0.318557	        0.980323	
         1.40861	         1.03598	        0.400704	         1.01941	
         3.45479	         2.27632	        0.843432	        0.883483	
        0.775969	        0.414567	        0.411174	        0.964615	
       0.0552682	        0.272615	        0.516229	         0.95637	
         1.09886	        0.929387	        0.661767	        0.865005	
         1.17508	         1.13441	         1.41785	        0.957951	
        0.246374	        0.274298	        0.937737	        0.831455	
        0.111363	        0.227553	         0.79106	         1.08363	
        0.197307	        0.136268	         0.71647	        0.908933	
       0.0906453	       0.0766271	        0.753865	        0.942656	
      0.00226028	        0.151401	        0.887401	        0.879256	
        0.748536	        0.419752	        0.754049	         1.00281	
        0.481199	        0.375428	          1.5646	        0.974882	
         2.42843	         1.54933	         1.21218	        0.879674	
         2.07442	         1.94231	         1.05761	        0.857277	
       0.0909873	        0.931908	        0.955211	        0.992595	
         1.42631	         1.31708	         1.18433	        0.942053	
         1.76533	         1.76497	         1.04164	        0.986035	
         1.50386	         1.32223	        0.899568	         1.02923	
        0.097582	        0.216013	        0.886321	         1.15348	
         1.37454	          1.7312	         1.04513	        0.818007	
        0.563159	         1.88519	        0.776009	         1.08911	
        0.186406	        0.358144	         0.79178	         1.06805	
        0.194456	        0.256001	        0.713106	         1.02982	
       0.0803236	         0.41663	         1.10255	         1.24261	
       0.0218347	          1.0055	         1.02282	         1.12218	
        0.727098	        0.937842	        0.498996	         1.10426	
        0.043428	        0.403417	         1.19306	          1.1041	
         1.26908	        0.724959	        0.960088	        0.844497	
        0.412736	         1.12821	        0.927796	         1.09464	
        0.891108	        0.778748	         1.40939	         1.02468	
        0.475657	        0.296264	        0.772154	        0.946411	
         1.47796	         1.52963	         1.05202	         1.07437	
        0.223948	        0.411558	          1.0128	        0.992777	
       0.0775128	        0.193216	         1.49666	         1.07434	
        0.592016	         1.24236	        0.981538	        0.886198	
        0.232778	        0.240695	        0.670996	         1.08958	
         1.35575	         1.37146	        0.987921	        0.995242	
        0.477367	        0.948556	        0.934103	         1.00903	
       0.0547812	         0.22373	         1.20132	         1.02219	
         0.73382	        0.747872	        0.745941	        0.905919	
        0.821278	        0.507325	        0.812541	        0.970137	
        0.315917	        0.325666	         1.62927	          1.0357	
         1.31253	         1.22413	         0.89327	         1.03302	
        0.611747	        0.585281	        0.515769	        0.883119	
        0.590043	        0.868737	          1.4197	         1.05065	
         1.82764	         1.25482	          0.7838	         1.12415	
         1.22581	         1.25067	        0.938939	        0.895693	
         0.42671	        0.967024	         1.26419	         1.00774	
          1.1115	         1.00172	         1.07937	         0.93001	
         4.47521	          2.2703	         2.13456	         1.08892	
        0.408543	        0.284147	        0.989942	        0.857676	
         2.27119	          1.4721	         1.00729	         1.10652	
         2.12949	         2.10445	         1.21853	         0.96234	
      0.00928122	        0.474247	        0.787113	        0.954516	
        0.724961	         1.03986	        0.937258	         1.01341	
         1.08625	        0.551712	        0.745801	         1.03073	
       0.0602492	        0.353387	        0.704824	        0.868988	
        0.800583	         1.44505	         1.27167	         1.12713	
        0.918395	        0.993578	        0.667834	         1.14199	
         3.13129	         2.01455	         1.55376	        0.988498	
         1.23536	         1.46628	         1.67868	         1.01971	
        0.536336	         0.39299	         1.23674	         1.15391	
        0.780159	         1.32423	         1.45453	         1.29076	
        0.315876	        0.759767	        0.916455	         1.11359	
         0.17617	        0.295613	        0.861037	        0.960934	
         1.50528	          1.0095	        0.732292	        0.863301	
        0.795152	         1.32402	        0.954209	         1.03756	
          0.3271	        0.817689	         1.60111	         1.10797	
         1.44568	         1.90863	         1.06444	         1.04678	
         1.50731	          1.7044	         1.13989	         1.13452	
        0.224005	         0.49544	         1.17167	        0.980394	
       0.0926061	        0.141293	        0.756618	         1.04582	
         1.67629	         1.55357	         1.12211	        0.872076	
         1.07062	         1.57382	         1.18534	         1.07656	
        0.618147	          0.6725	         1.35794	         1.07377	
         0.24964	        0.888497	        0.890973	         1.04327	
        0.676804	        0.376078	         1.13723	         1.14165	
         2.48506	         2.18955	         0.91827	         1.03259	
